,index,State,Education,EmploymentStatus,Marital Status,Gender,Customer Lifetime Value,Number of Open Complaints,Months Since Policy Inception,Monthly Premium Auto,Location Code
1105,1531,20,3,30,2,20,2780.196856,0,55,72,3
1106,1532,20,2,10,3,10,22056.00496,2,70,92,2
1107,1533,10,3,10,1,20,2514.59196,0,58,65,1
1108,1535,30,4,10,3,20,7706.036295,0,94,64,1
1109,1536,30,5,10,3,10,2790.458197,1,69,71,3
1110,1538,10,1,10,2,20,8834.322784,0,72,111,1
1111,1539,10,2,10,3,10,14435.67365,0,89,119,1
1112,1541,20,3,10,3,10,15362.35442,0,67,192,3
1113,1542,30,5,10,3,20,4834.797545,2,10,62,3
1114,1543,20,3,10,3,20,10899.30177,0,9,136,1
1115,1544,30,1,10,3,10,5284.041003,0,83,67,3
1116,1545,20,1,10,3,20,2891.726781,1,80,73,1
1117,1546,30,5,30,3,10,4900.545112,0,33,66,3
1118,1550,10,1,10,1,10,12036.62051,0,61,104,3
1119,1551,40,1,10,1,10,3895.034766,0,78,102,3
1120,1552,30,5,10,3,10,11701.06985,0,68,297,3
1121,1553,30,3,10,3,10,3419.108695,0,64,86,1
1122,1554,10,2,10,3,10,7302.775082,0,68,61,2
1123,1555,10,3,10,3,10,19685.40911,0,30,244,3
1124,1556,10,5,10,3,10,2486.064902,0,28,63,3
1125,1557,10,1,10,3,20,5224.328801,0,57,65,2
1126,1558,20,1,10,3,20,49221.43073,0,97,153,3
1127,1559,30,1,10,2,10,3167.888725,2,55,82,3
1128,1564,40,3,10,3,10,8157.933629,0,22,102,3
1129,1565,20,3,10,3,10,13156.74895,0,27,82,2
1130,1567,20,4,10,3,20,5339.388388,0,71,66,2
1131,1568,30,5,10,3,20,8649.175023,0,60,109,3
1132,1569,20,3,10,2,10,7519.133631,1,17,95,1
1133,1571,50,2,10,3,20,4529.062612,0,48,112,2
1134,1572,10,5,10,3,20,13160.3389,0,21,109,2
1135,1573,20,5,10,3,10,13235.54436,0,49,112,3
1136,1575,20,5,10,1,20,28486.0728,0,3,102,2
1137,1576,40,1,10,2,10,2644.684556,0,45,66,3
1138,1577,20,4,10,3,10,5073.282126,0,26,125,3
1139,1578,10,3,10,2,20,4272.585137,0,52,107,2
1140,1579,30,5,10,3,10,11003.01645,0,99,93,3
1141,1581,50,4,10,3,20,8875.965501,0,56,110,2
1142,1582,20,1,10,3,10,11077.68591,0,42,138,2
1143,1583,20,5,10,3,10,2435.689035,0,45,62,3
1144,1584,30,1,10,2,20,8743.852187,0,93,109,1
1145,1585,10,1,10,1,10,2409.760898,1,3,62,2
1146,1586,50,3,10,3,10,2499.498786,0,63,64,3
1147,1587,10,3,10,1,20,8528.288669,0,37,107,2
1148,1588,20,5,10,2,10,3591.996064,0,13,91,3
1149,1589,40,3,10,3,20,8539.826923,0,1,71,2
1150,1590,40,5,10,3,20,6990.917824,0,63,88,3
1151,1592,10,3,10,3,10,23950.37443,0,11,201,3
1152,1595,20,5,10,3,10,4362.931238,0,74,110,3
1153,1598,20,1,10,3,20,2831.683664,0,61,70,3
1154,1600,40,5,10,3,10,7596.291531,0,62,192,3
1155,1602,20,3,10,3,20,2726.392968,0,37,68,1
1156,1606,50,1,10,3,20,7255.953792,0,56,89,1
1157,1607,20,4,10,1,20,23515.85325,0,4,85,1
1158,1609,10,3,10,3,10,5170.976384,1,1,132,3
1159,1611,30,4,10,2,20,8639.49502,1,9,107,1
1160,1612,30,3,10,3,10,5281.833471,0,53,66,3
1161,1616,10,3,10,3,10,3618.686938,0,25,91,3
1162,1617,50,1,10,1,20,2480.045899,0,64,62,2
1163,1619,30,3,10,1,10,10737.68425,0,0,137,3
1164,1620,50,5,10,2,10,2616.613903,0,27,66,3
1165,1623,20,5,10,1,10,7507.455372,0,61,64,2
1166,1625,20,3,10,3,10,5333.038137,0,95,66,1
1167,1627,50,3,10,3,20,2829.863912,0,97,71,1
1168,1628,20,5,10,3,20,3483.630439,0,18,86,3
1169,1631,20,3,10,3,10,6978.719808,0,91,88,1
1170,1632,10,5,10,2,20,2912.248444,0,32,73,2
1171,1633,20,1,40,3,20,4209.279338,1,50,111,3
1172,1635,30,1,10,2,20,5217.513287,0,4,66,2
1173,1637,40,2,10,2,20,2864.544017,0,95,71,3
1174,1639,30,5,10,1,20,20395.96875,1,28,104,3
1175,1641,10,1,10,3,10,16727.77186,2,6,72,3
1176,1642,10,2,10,2,20,5801.128252,0,51,72,1
1177,1644,10,5,10,2,20,10484.91535,0,93,89,1
1178,1645,40,2,10,3,10,4387.31087,0,57,110,3
1179,1647,40,5,10,2,20,5418.152088,0,83,68,2
1180,1648,50,5,10,2,10,5246.057249,0,43,67,3
1181,1649,10,5,10,3,20,15785.29692,0,67,196,3
1182,1650,30,1,10,1,20,22110.39804,0,66,70,1
1183,1651,50,5,10,3,10,9540.923395,0,7,119,3
1184,1652,20,3,10,3,10,4756.12617,0,91,119,2
1185,1653,30,1,10,1,10,2447.053134,0,93,62,1
1186,1654,40,5,10,3,20,5675.923323,1,14,72,3
1187,1655,50,3,40,2,20,2491.257604,0,27,65,3
1188,1656,20,5,10,3,10,7308.433864,0,20,92,3
1189,1657,20,5,10,2,20,32871.74779,0,17,117,2
1190,1658,20,1,10,3,10,5228.92013,0,3,65,2
1191,1660,50,1,10,2,20,5800.171881,0,86,73,3
1192,1661,30,5,10,3,10,4330.38602,0,18,107,3
1193,1662,10,1,10,3,20,6292.735356,0,40,79,1
1194,1664,30,3,10,3,10,5165.810048,0,47,64,3
1195,1666,20,2,10,3,20,4582.67415,0,14,113,2
1196,1668,50,2,10,2,20,3417.204953,0,71,86,2
1197,1672,10,3,10,3,20,15265.81488,0,16,95,1
1198,1673,10,5,10,3,10,5317.807221,0,72,67,3
1199,1675,50,3,10,3,10,5639.941974,0,50,70,3
1200,1676,50,1,10,3,10,3362.414442,0,89,87,2
1201,1678,30,1,40,3,20,7264.803903,0,23,94,3
1202,1679,30,5,10,3,10,8658.863813,0,45,109,2
1203,1680,20,5,40,3,10,5498.940679,0,64,73,3
1204,1681,10,3,10,1,20,5599.382893,0,50,72,3
1205,1682,10,5,10,2,20,15228.19865,0,52,126,1
1206,1683,40,3,10,3,20,3644.833554,0,69,90,3
1207,1684,30,2,10,3,10,3693.440833,1,25,92,1
1208,1685,50,5,10,2,20,8742.05776,0,18,72,1
1209,1686,50,2,10,3,20,5275.626956,0,99,65,1
1210,1687,30,3,10,3,10,9283.737773,0,60,235,3
1211,1688,20,2,10,3,10,2551.226692,0,67,63,3
1212,1689,40,3,10,3,10,5811.918112,0,58,72,3
1213,1691,30,1,10,3,20,2841.443088,0,35,72,3
1214,1692,40,5,10,3,10,6832.133872,0,67,87,2
1215,1693,40,2,10,3,10,5201.971427,0,50,64,1
1216,1694,10,3,10,3,10,5484.588155,0,65,69,3
1217,1696,20,3,10,2,10,8272.485353,0,50,69,1
1218,1697,10,3,10,3,20,3330.672761,0,4,83,1
1219,1698,30,5,10,3,20,5562.456386,1,71,69,1
1220,1699,20,1,10,3,20,2452.738575,0,90,61,1
1221,1700,20,3,10,3,20,7920.28288,0,72,66,3
1222,1701,20,5,10,3,20,3861.486269,0,54,95,2
1223,1702,10,1,10,3,10,5764.784159,0,81,72,3
1224,1703,50,5,10,3,20,5375.842787,0,38,67,3
1225,1704,10,2,10,3,10,2882.350556,0,73,71,2
1226,1706,30,2,10,3,20,9429.629367,0,10,117,3
1227,1708,40,1,10,2,20,7668.809595,0,3,95,3
1228,1709,30,3,10,1,20,13770.97618,0,21,116,3
1229,1710,30,3,10,3,20,2742.844251,1,29,69,3
1230,1711,20,3,30,3,20,13466.92071,0,9,119,3
1231,1713,30,3,10,1,10,8485.330004,1,79,111,3
1232,1714,10,3,30,3,20,7744.644444,0,14,196,3
1233,1715,20,3,10,3,20,5894.907375,1,55,74,3
1234,1717,20,3,10,3,10,5261.117506,1,88,66,3
1235,1718,20,3,30,3,10,2403.53947,3,82,70,3
1236,1719,10,1,10,3,10,9124.600015,0,6,113,1
1237,1720,10,3,10,3,20,26180.80528,1,17,82,2
1238,1721,40,2,10,3,20,15641.25856,0,84,130,2
1239,1722,10,2,10,1,20,2574.020376,0,73,65,1
1240,1723,30,3,10,3,20,5319.838729,0,57,67,3
1241,1724,20,5,10,1,10,7496.006588,0,64,95,2
1242,1725,10,5,10,3,10,12174.58958,3,97,104,1
1243,1726,30,5,10,3,20,2605.570828,0,8,65,2
1244,1727,20,5,10,3,10,2707.20846,0,52,67,1
1245,1728,50,1,10,1,10,5528.212807,0,31,72,3
1246,1729,30,3,10,3,10,8819.018934,1,25,110,3
1247,1730,50,3,10,1,20,19014.47625,0,44,61,3
1248,1731,20,5,10,1,20,8169.513982,3,19,71,1
1249,1732,20,5,10,3,20,7708.883885,3,95,98,1
1250,1733,10,1,10,1,10,5528.212807,0,31,72,3
1251,1734,40,5,10,3,10,12128.4467,0,35,103,1
1252,1735,50,3,10,3,10,9080.28284,0,63,114,3
1253,1736,20,5,40,1,10,6796.844769,0,27,65,3
1254,1738,30,4,30,2,20,2395.57,0,9,63,3
1255,1739,10,1,10,3,20,7094.167717,0,22,89,3
1256,1740,20,5,10,3,20,4128.091334,0,50,104,2
1257,1741,30,1,30,1,10,4046.936065,0,74,117,3
1258,1742,30,5,10,3,20,4869.282783,0,60,61,3
1259,1743,20,5,10,3,20,2902.151897,2,34,73,1
1260,1744,20,5,10,3,20,4282.947971,1,70,109,1
1261,1745,30,5,10,1,20,7750.120323,1,34,67,1
1262,1746,20,5,10,3,10,6627.174629,1,22,82,2
1263,1747,20,5,10,3,10,7474.605769,2,96,64,2
1264,1748,20,5,10,2,10,5561.291397,0,67,70,1
1265,1749,10,1,10,3,20,6098.462114,0,91,76,2
1266,1750,30,1,10,3,10,2859.52893,0,22,71,2
1267,1752,10,5,40,2,20,5635.249486,0,79,74,1
1268,1753,30,5,10,3,20,5067.208338,0,80,127,3
1269,1755,10,2,10,3,10,14435.67365,0,89,119,1
1270,1756,10,1,10,3,20,4928.397077,0,47,61,2
1271,1757,20,1,10,1,10,12036.62051,0,61,104,3
1272,1758,30,3,10,3,10,8564.768226,0,29,107,1
1273,1759,30,1,40,3,20,2361.883909,2,45,63,2
1274,1760,30,3,10,2,10,5565.693282,0,99,70,2
1275,1761,30,1,30,3,20,5146.80976,0,41,67,3
1276,1762,10,1,10,2,20,2938.080327,0,15,73,2
1277,1763,40,3,30,3,10,14432.74644,0,31,126,3
1278,1764,30,5,10,1,20,13027.41984,1,34,83,1
1279,1765,30,5,10,2,10,2451.988783,0,3,62,3
1280,1767,10,1,10,3,20,5600.010179,0,48,70,3
1281,1768,10,5,40,3,10,4016.132772,0,42,107,1
1282,1769,20,5,10,3,20,22195.80299,0,78,183,1
1283,1771,10,1,30,3,10,4804.514274,0,86,64,3
1284,1772,20,5,10,3,20,2735.538859,0,21,68,2
1285,1775,40,5,10,3,20,5380.898636,0,13,67,3
1286,1776,20,5,30,3,10,8432.815731,0,55,111,2
1287,1778,10,3,40,3,10,7787.431684,0,15,69,3
1288,1779,40,5,10,1,10,4787.812897,0,83,124,1
1289,1780,30,5,10,1,10,9707.647552,0,77,86,3
1290,1781,30,1,10,3,20,2552.226197,0,33,64,1
1291,1782,30,1,40,2,10,5223.429265,0,37,71,3
1292,1783,40,3,30,2,10,5010.44933,0,9,66,3
1293,1784,50,3,10,3,20,5597.12496,0,50,139,3
1294,1785,20,5,10,2,10,4457.936252,0,75,113,2
1295,1786,20,4,10,1,10,8200.78728,0,62,71,3
1296,1788,20,1,30,3,20,10215.77915,0,34,67,2
1297,1789,30,1,40,1,10,2453.570794,0,92,69,3
1298,1790,40,5,10,2,20,5872.958817,0,39,73,3
1299,1791,20,5,10,2,20,3118.927949,0,38,78,2
1300,1792,30,5,10,3,20,5568.656492,0,10,139,1
1301,1794,30,1,10,3,10,7591.827171,0,19,95,1
1302,1795,10,5,10,1,10,2255.312942,4,92,62,3
1303,1796,20,4,10,3,20,32613.69038,0,57,268,3
1304,1797,30,1,10,3,20,9445.649461,0,24,78,1
1305,1798,10,3,10,3,10,6803.596768,0,29,171,3
1306,1799,20,1,10,3,10,9766.217126,0,60,81,2
1307,1801,20,4,10,3,20,5682.515346,0,31,70,2
1308,1802,30,1,10,1,10,6332.941818,0,65,82,3
1309,1803,30,1,10,3,20,4916.577034,0,47,62,1
1310,1804,30,1,10,3,20,4798.240889,0,45,119,2
1311,1806,10,3,10,3,20,9247.464417,0,24,76,3
1312,1807,20,3,10,3,10,7322.92885,0,30,182,2
1313,1808,40,5,10,1,20,8275.900104,0,61,106,3
1314,1809,30,4,10,3,10,5635.403677,4,19,73,3
1315,1810,10,3,10,3,10,14970.28509,0,91,93,3
1316,1811,20,2,10,3,20,9336.336922,0,34,115,1
1317,1812,40,5,10,2,10,48356.96084,0,61,138,3
1318,1813,20,5,10,3,10,5686.915259,0,85,71,3
1319,1814,20,1,10,1,10,8622.835375,0,85,73,3
1320,1815,40,3,10,1,10,5079.674786,0,50,130,3
1321,1816,10,1,30,3,20,5623.314472,0,92,71,3
1322,1817,10,3,10,3,20,5270.013569,0,12,65,2
1323,1818,30,2,10,3,20,8621.172176,0,78,71,2
1324,1819,20,5,10,3,10,7918.334928,4,88,211,3
1325,1820,30,3,10,3,20,21034.01815,0,53,66,2
1326,1821,20,5,10,3,20,15417.6822,0,66,192,2
1327,1822,20,3,10,2,20,8692.636838,0,14,72,1
1328,1824,50,5,10,3,10,31642.10463,0,90,98,1
1329,1825,20,1,10,3,20,5914.951808,0,2,74,3
1330,1828,20,4,10,3,20,3982.180708,1,49,99,2
1331,1829,40,3,10,3,20,2887.779742,0,0,71,2
1332,1831,30,2,10,3,10,8458.531323,0,11,106,2
1333,1832,30,1,10,2,10,7478.313695,0,34,65,3
1334,1833,30,3,10,2,20,3788.649817,0,25,95,3
1335,1834,20,2,10,3,20,5220.685297,0,91,129,3
1336,1835,30,5,30,1,20,7130.294828,0,42,63,3
1337,1836,10,5,10,3,10,8513.592687,0,56,107,1
1338,1837,10,1,10,2,20,5660.133806,0,70,72,1
1339,1838,50,3,10,3,10,4082.170583,0,43,102,3
1340,1839,10,1,10,3,20,5318.89664,0,0,67,3
1341,1843,30,1,10,3,10,16005.50507,2,56,70,3
1342,1845,20,1,10,3,20,8826.961501,2,45,113,2
1343,1846,40,1,40,3,20,4726.869327,0,49,124,3
1344,1847,30,3,10,3,10,27443.47482,1,2,99,3
1345,1849,20,5,10,3,20,5137.852105,0,93,64,2
1346,1851,30,5,10,3,10,5092.793862,0,12,64,3
1347,1852,30,5,10,1,10,5799.826802,0,67,74,1
1348,1854,20,5,10,2,20,10484.91535,0,93,89,1
1349,1855,10,1,10,2,10,8501.279969,0,46,107,2
1350,1857,10,3,30,3,20,6503.397049,0,9,84,3
1351,1858,40,3,10,3,10,46805.22306,1,61,235,2
1352,1859,10,5,10,2,20,4834.710493,4,69,66,3
1353,1860,20,5,40,3,20,2575.3237,3,65,68,3
1354,1861,30,2,10,3,20,37111.65952,0,95,115,1
1355,1862,40,5,10,2,10,4371.190437,1,95,113,3
1356,1863,20,4,10,1,10,16796.33604,0,45,71,1
1357,1864,30,3,10,3,10,7988.506358,0,82,67,2
1358,1866,30,4,40,3,10,4991.47197,1,72,66,2
1359,1867,30,2,10,3,10,2921.930882,0,79,73,2
1360,1868,20,3,10,3,10,7613.193095,0,29,96,2
1361,1869,30,2,10,3,20,5827.409742,0,44,73,1
1362,1872,10,1,10,3,20,9778.733613,0,37,121,3
1363,1875,20,3,10,3,10,4872.774396,1,64,61,2
1364,1876,10,5,10,3,20,7444.814633,0,29,92,1
1365,1877,20,5,10,3,10,5761.11121,0,76,73,2
1366,1880,10,3,10,3,10,7623.580733,0,68,64,1
1367,1881,30,3,10,2,10,10963.95723,0,91,276,3
1368,1882,20,1,10,3,20,7427.845088,0,35,92,1
1369,1883,50,4,10,3,10,4951.656084,1,33,62,1
1370,1887,20,5,10,2,20,4953.086407,0,37,127,3
1371,1888,30,2,10,1,10,7780.489322,0,45,97,3
1372,1889,40,5,10,3,20,7992.779105,0,26,66,2
1373,1890,30,2,10,1,20,4170.687348,1,23,107,3
1374,1891,40,5,10,1,20,23228.23674,3,96,102,3
1375,1892,30,3,10,3,10,5445.81699,1,9,139,3
1376,1894,20,1,10,1,10,5528.212807,0,31,72,3
1377,1895,20,5,10,3,20,10390.66647,0,57,131,1
1378,1896,40,5,40,2,20,7142.54905,0,25,185,3
1379,1897,20,3,10,3,10,5469.542959,0,24,69,1
1380,1898,20,1,10,3,20,11628.73401,0,61,96,2
1381,1900,10,3,10,3,20,2733.431887,0,5,67,3
1382,1901,10,4,10,3,20,4014.453113,0,17,99,3
1383,1902,10,1,30,3,10,7119.531925,0,24,62,3
1384,1903,40,3,10,3,10,11772.79068,0,95,74,3
1385,1904,30,3,10,1,10,2381.790787,0,54,61,3
1386,1907,10,1,10,2,20,11900.54484,2,40,100,1
1387,1909,30,1,10,3,20,5674.381244,1,25,72,2
1388,1910,20,5,30,1,10,7271.43404,0,86,70,3
1389,1912,10,5,10,3,20,2661.033435,0,95,67,2
1390,1913,20,5,10,3,20,14140.55885,0,76,118,3
1391,1917,40,5,10,1,10,13111.11319,0,9,111,1
1392,1918,40,3,10,3,10,15762.60349,0,15,198,3
1393,1920,30,3,10,3,10,2787.539793,0,2,70,2
1394,1921,40,4,10,2,10,3436.134281,0,43,88,1
1395,1922,30,1,10,1,20,2713.36798,0,46,70,1
1396,1924,30,5,10,2,20,14590.24583,0,3,62,2
1397,1925,10,1,10,3,10,6652.474492,0,40,84,3
1398,1927,50,3,10,3,20,11314.24394,0,27,141,1
1399,1928,20,4,10,2,10,10972.06778,0,40,137,3
1400,1931,10,1,10,1,20,7227.120364,0,99,61,3
1401,1933,20,2,10,3,20,5181.620895,0,80,64,3
1402,1934,10,3,10,3,20,4281.062223,0,12,106,3
1403,1936,40,1,10,3,20,5147.11023,0,17,65,2
1404,1939,40,5,10,2,10,21504.3388,1,28,112,2
1405,1940,10,3,10,3,10,7349.32849,0,27,93,3
1406,1941,30,2,30,2,10,8509.850887,0,63,74,3
1407,1942,40,3,10,1,20,4297.189057,0,74,107,3
1408,1943,50,2,10,3,20,2778.323903,1,19,69,2
1409,1944,50,5,10,3,10,5532.863336,1,93,71,3
1410,1945,30,5,10,3,20,17476.64139,0,21,73,3
1411,1946,10,1,10,2,20,10479.89966,0,19,130,2
1412,1948,20,5,10,3,10,2754.45676,3,17,70,3
1413,1949,10,3,10,3,10,8041.20055,0,83,101,3
1414,1950,10,5,10,2,10,6042.9119,0,11,79,3
1415,1951,20,1,40,3,10,2827.43885,0,64,74,3
1416,1953,30,1,10,3,10,2796.802191,0,25,70,3
1417,1954,30,3,10,1,10,4072.849436,0,17,102,3
1418,1956,40,4,10,3,10,6131.663176,0,29,76,1
1419,1958,40,2,10,2,20,3209.663044,0,40,79,1
1420,1959,30,4,10,3,20,2808.606027,0,15,69,2
1421,1960,40,5,10,3,10,4362.931238,0,74,110,3
1422,1961,10,5,10,3,10,6880.468875,0,63,87,2
1423,1965,10,1,10,1,20,5071.651522,0,17,65,1
1424,1967,30,2,10,3,20,15806.53397,0,75,98,3
1425,1968,50,5,40,3,20,4942.630606,0,22,65,1
1426,1969,30,1,10,3,20,4167.419574,0,82,104,3
1427,1971,30,4,10,3,10,9189.518267,4,6,117,1
1428,1973,10,2,10,3,10,3095.175379,1,27,77,3
1429,1975,40,5,10,3,10,7582.113842,0,19,64,2
1430,1976,20,5,10,3,20,16344.60809,0,97,68,1
1431,1977,10,5,10,3,20,11763.15249,0,99,99,3
1432,1978,40,2,10,3,10,4053.373793,0,1,101,2
1433,1979,10,3,10,3,20,3311.15793,0,51,83,3
1434,1980,40,4,10,3,10,3528.044252,4,95,92,3
1435,1981,30,3,10,1,20,5595.389905,0,29,71,3
1436,1982,30,2,10,3,10,5089.694325,0,63,63,1
1437,1984,10,5,40,2,10,4792.830533,0,10,63,2
1438,1985,30,1,10,2,20,27789.69235,0,59,89,2
1439,1988,30,5,30,3,20,4987.643113,0,44,127,3
1440,1989,30,5,40,3,20,5123.196814,1,37,67,2
1441,1990,40,5,10,1,10,5989.773931,0,24,154,3
1442,1991,50,2,10,3,20,5185.797582,1,25,64,1
1443,1992,20,5,10,3,20,5828.1822,0,47,74,3
1444,1993,50,1,40,2,10,13755.54279,0,47,121,3
1445,1994,20,5,10,3,10,9767.936882,0,84,123,1
1446,1997,30,1,10,3,20,5719.088678,0,48,71,2
1447,1998,20,2,10,3,10,10171.47779,0,2,84,1
1448,1999,30,5,10,3,20,10517.15638,0,9,133,1
1449,2001,30,5,10,2,10,11926.75329,0,1,101,3
1450,2002,20,2,10,3,10,16531.70376,1,68,103,3
1451,2004,40,3,10,3,10,5437.443727,0,88,69,3
1452,2005,30,1,10,3,10,5103.296644,0,43,64,2
1453,2006,20,3,10,3,10,4583.100889,0,81,116,3
1454,2008,30,3,40,2,20,8991.98452,0,39,117,3
1455,2009,30,5,10,3,20,12232.77625,0,31,102,3
1456,2010,40,5,10,3,20,5126.038871,0,91,64,1
1457,2011,30,5,10,3,20,11014.1636,0,85,91,2
1458,2013,30,3,10,2,20,8404.395122,0,56,71,3
1459,2014,10,3,10,3,20,9035.671134,0,44,113,3
1460,2015,20,3,10,1,10,5453.707634,4,34,72,2
1461,2016,30,3,40,3,20,3766.366587,0,63,98,3
1462,2017,20,5,10,2,20,7283.934392,1,24,186,1
1463,2018,40,5,10,3,20,2745.249838,0,34,69,2
1464,2019,30,1,10,3,10,2626.279436,0,19,66,3
1465,2020,20,2,10,3,20,2456.816647,1,45,61,2
1466,2021,20,5,10,3,20,8453.677668,0,14,106,3
1467,2022,30,5,40,3,10,3508.569533,1,96,98,3
1468,2023,30,3,10,3,10,2877.354255,0,10,73,3
1469,2024,40,5,10,1,10,7840.165778,2,24,210,3
1470,2025,10,5,10,1,20,2771.045031,0,32,71,1
1471,2026,40,3,10,3,20,5339.488286,4,24,69,3
1472,2027,50,1,10,3,20,6837.536476,0,47,170,2
1473,2029,20,1,10,3,10,5659.238384,0,37,71,1
1474,2030,20,4,10,2,10,5532.462342,1,59,71,3
1475,2031,20,1,10,3,10,7943.513275,1,16,100,2
1476,2032,20,3,10,3,10,9774.605777,0,60,122,2
1477,2033,50,3,10,3,10,13596.19972,2,10,70,3
1478,2034,30,3,10,3,20,23208.39416,0,63,116,2
1479,2035,20,1,10,2,10,7325.892726,0,95,93,3
1480,2036,30,1,10,3,10,4170.340729,0,39,104,1
1481,2037,30,5,10,1,10,7840.165778,2,24,210,3
1482,2038,50,5,10,1,20,17786.2778,0,8,64,2
1483,2039,20,3,30,3,10,19378.9078,0,14,73,3
1484,2040,50,1,10,3,20,2638.140052,0,12,65,3
1485,2041,10,1,10,3,20,9148.877887,0,75,114,1
1486,2042,10,3,10,1,20,13770.97618,0,21,116,3
1487,2043,50,3,10,3,10,10515.96779,1,28,135,3
1488,2044,10,3,10,3,10,5821.684337,0,58,143,2
1489,2045,10,5,10,2,20,3095.803437,0,44,78,3
1490,2046,30,1,10,3,20,10598.54249,1,0,133,3
1491,2047,30,1,10,1,10,7695.122957,0,37,101,3
1492,2048,50,4,10,2,20,6819.23119,0,88,85,1
1493,2050,40,3,10,3,20,8131.779152,2,43,102,1
1494,2051,20,3,30,3,10,3815.321577,2,23,103,3
1495,2052,30,5,40,3,20,11638.89947,0,77,102,3
1496,2053,40,1,10,2,20,22800.53543,0,70,96,2
1497,2055,20,5,10,3,20,13151.83203,0,52,108,1
1498,2056,10,3,10,3,10,14019.97546,0,28,71,2
1499,2057,40,5,10,3,20,2931.155192,0,27,73,2
1500,2059,10,2,10,3,10,8471.417471,0,76,70,2
1501,2060,10,5,10,3,20,5431.219117,0,19,68,1
1502,2061,40,5,10,3,20,5689.644114,0,13,70,3
1503,2066,40,1,10,2,20,3265.156348,0,69,82,3
1504,2068,30,3,10,1,10,7704.95848,2,13,101,3
1505,2069,10,5,10,2,10,2750.705045,0,34,70,3
1506,2072,30,5,10,3,20,2585.955652,0,34,64,1
1507,2073,40,2,30,2,20,5096.673223,0,81,65,3
1508,2075,30,5,10,3,20,4943.386117,0,11,62,1
1509,2077,10,1,10,3,10,8838.085637,3,10,114,1
1510,2080,50,5,10,3,20,11665.09779,1,51,72,1
1511,2081,30,4,10,2,10,10972.06778,0,40,137,3
1512,2083,50,3,10,1,10,2656.713092,0,32,67,1
1513,2084,10,1,30,2,20,2359.423599,0,96,63,3
1514,2085,10,1,10,1,10,12036.62051,0,61,104,3
1515,2086,30,1,30,2,20,8467.387317,0,93,113,3
1516,2088,30,1,40,3,20,5227.230377,0,57,69,3
1517,2092,20,3,10,3,20,16794.31422,0,6,106,2
1518,2093,10,3,10,3,20,5016.827946,0,13,63,1
1519,2094,20,1,10,1,10,7757.924239,0,49,101,1
1520,2095,30,1,10,3,20,8609.158215,0,74,107,2
1521,2096,20,3,10,1,20,5275.056933,0,75,132,2
1522,2097,10,3,40,3,10,5746.32619,0,27,76,3
1523,2099,50,1,10,1,10,6186.265217,2,1,83,3
1524,2101,20,5,10,1,20,6277.844624,1,8,82,3
1525,2103,20,3,10,2,20,6514.430592,3,37,84,1
1526,2106,20,1,10,3,20,13158.37206,0,28,108,2
1527,2107,20,3,10,2,20,2917.539465,0,32,74,3
1528,2109,20,1,40,3,20,13269.59942,1,96,114,3
1529,2113,10,1,40,3,20,7956.152761,4,76,74,3
1530,2114,50,1,40,2,10,24127.50402,0,3,71,3
1531,2115,30,3,10,2,20,26864.20332,0,41,74,2
1532,2116,30,1,10,3,20,31934.62164,0,46,199,3
1533,2118,10,3,10,3,10,4759.624343,0,44,61,3
1534,2119,20,5,10,3,20,2637.942355,0,68,66,3
1535,2120,30,3,30,3,20,6503.397049,0,9,84,3
1536,2122,20,1,10,2,20,3147.973444,2,89,83,2
1537,2123,30,5,40,3,20,5618.485357,0,62,74,2
1538,2124,10,5,10,2,10,3230.576665,0,41,81,2
1539,2125,30,2,10,3,10,7434.675149,0,99,94,3
1540,2126,20,5,30,3,10,11714.78278,0,81,100,3
1541,2129,30,1,10,2,10,9567.711298,0,86,119,1
1542,2130,20,3,40,3,20,18474.71111,0,59,67,3
1543,2131,10,3,10,1,10,12157.32992,0,28,103,3
1544,2132,20,3,10,3,10,2956.358303,0,36,74,1
1545,2133,40,3,10,3,10,3963.394851,0,4,99,1
1546,2134,30,2,10,3,20,10896.04838,0,78,137,3
1547,2137,20,1,10,3,20,5737.233278,2,5,73,3
1548,2138,30,1,10,2,10,16979.79757,0,56,73,3
1549,2140,20,5,10,3,20,3808.122147,0,38,94,3
1550,2141,50,4,10,3,10,5408.911507,0,24,67,1
1551,2143,30,2,10,3,10,3237.996209,3,72,83,2
1552,2144,10,5,10,3,20,10357.62776,0,19,65,1
1553,2145,10,3,10,3,20,11619.91802,0,36,72,1
1554,2146,20,1,10,3,20,8209.054963,0,54,102,3
1555,2147,30,5,10,2,20,3096.511217,0,28,79,3
1556,2148,10,3,10,3,20,4804.35851,4,2,125,3
1557,2150,30,4,10,3,20,15886.03136,1,47,197,3
1558,2151,10,5,10,3,10,5285.079293,1,14,66,3
1559,2152,10,3,10,3,20,2945.370362,3,79,76,3
1560,2153,20,2,10,3,20,18089.79629,1,28,223,3
1561,2154,30,5,10,3,20,10208.92761,0,59,129,3
1562,2155,50,3,10,3,10,20708.25881,1,68,65,1
1563,2158,30,1,10,3,20,4513.435299,0,24,113,2
1564,2159,40,2,40,3,10,5297.625945,0,44,69,1
1565,2160,30,3,10,3,10,5377.014781,0,11,68,3
1566,2161,20,1,10,3,10,7661.388132,1,60,97,2
1567,2164,30,4,10,1,20,5714.232848,0,87,71,3
1568,2165,10,1,10,3,10,4929.549699,0,52,63,3
