,Customer,Income,Marital Status
2057,QC30857,45768.0,Married
2058,RT69513,0.0,Married
2059,HV85198,63513.0,Married
2060,BS91566,58161.0,Married
2061,IL40123,83640.0,Married
2062,MY32149,0.0,Married
2063,SA91515,0.0,Married
2064,SA25987,0.0,Single
2065,TB86706,0.0,Married
2066,ZL73902,25820.0,Divorced
2067,KX23516,0.0,Married
2068,FN77294,30366.0,Single
2069,VI78454,51789.0,Divorced
2070,FP59138,0.0,Single
2071,XN62489,18608.0,Divorced
2072,GP66031,83758.0,Married
2073,IX68587,22886.0,Divorced
2074,HX17929,11828.0,Divorced
2075,IC59236,44762.0,Married
2076,VG31922,0.0,Married
2077,HP87787,82664.0,Married
2078,AL78075,0.0,Single
2079,WA97671,0.0,Single
2080,QZ77637,84978.0,Married
2081,FP11777,24164.0,Divorced
2082,ID45268,0.0,Married
2083,AX86150,62777.0,Single
2084,MW57614,19864.0,Divorced
2085,TJ30081,44428.0,Single
2086,FW44940,21139.0,Divorced
2087,CS55808,0.0,Single
2088,WZ61178,11896.0,Married
2089,IV55977,0.0,Married
2090,YC67208,27972.0,Married
2091,LZ89773,0.0,Married
2092,IP52990,38399.0,Married
2093,VF73104,20868.0,Married
2094,OC80343,49682.0,Single
2095,EL89222,79090.0,Married
2096,QB14114,81850.0,Single
2097,HM41195,22906.0,Married
2098,JT41591,0.0,Single
2099,HE15857,37138.0,Single
2100,KI64666,0.0,Single
2101,JC33752,21024.0,Single
2102,JA25453,0.0,Single
2103,AJ69778,77135.0,Divorced
2104,FQ83162,0.0,Divorced
2105,EY89842,0.0,Single
2106,TG69238,72845.0,Married
2107,UI63465,51622.0,Divorced
2108,WX33904,0.0,Divorced
2109,HA20933,15616.0,Married
2110,BU16704,0.0,Single
2111,JV68002,23091.0,Married
2112,PM78410,0.0,Single
2113,PU92298,22699.0,Married
2114,AA16582,14072.0,Divorced
2115,AZ87715,81713.0,Divorced
2116,GI89160,56516.0,Married
2117,WV57813,0.0,Single
2118,EW86465,26747.0,Married
2119,UW70224,63422.0,Married
2120,LU12532,22081.0,Married
2121,WD48852,0.0,Single
2122,BH43379,29698.0,Divorced
2123,GV59387,24518.0,Married
2124,LQ76410,62873.0,Divorced
2125,MF19231,28377.0,Married
2126,XS47087,21102.0,Married
2127,IL56791,0.0,Single
2128,UV88036,0.0,Married
2129,SE76116,81410.0,Divorced
2130,GJ63103,27869.0,Married
2131,PL78574,57449.0,Single
2132,NV69875,40901.0,Married
2133,MC38650,88701.0,Married
2134,No73819,29365.0,Married
2135,OW84864,0.0,Single
2136,BV91898,0.0,Single
2137,WQ54314,56455.0,Married
2138,NM57315,35095.0,Divorced
2139,JB51220,0.0,Single
2140,EN77569,94903.0,Married
2141,YP47665,80192.0,Married
2142,QO54008,0.0,Divorced
2143,EQ59908,60244.0,Married
2144,YU72540,52735.0,Married
2145,BZ50261,78275.0,Married
2146,QE92747,77282.0,Married
2147,KG83280,21604.0,Divorced
2148,IL42365,51962.0,Married
2149,FI86516,0.0,Single
2150,FV14881,56362.0,Married
2151,RR54950,85753.0,Married
2152,FC70869,36167.0,Married
2153,PB60303,68568.0,Married
2154,HO50571,35482.0,Married
2155,BH86846,92079.0,Married
2156,PC42162,0.0,Single
2157,KD21661,0.0,Single
2158,FZ73016,34558.0,Married
2159,HJ19927,14775.0,Married
2160,RJ99408,35637.0,Married
2161,EL81968,66726.0,Married
2162,WU86174,0.0,Married
2163,DN21342,0.0,Divorced
2164,PB60406,79719.0,Single
2165,IY37465,25632.0,Married
2166,LF55270,61108.0,Divorced
2167,UV69038,0.0,Single
2168,IS63925,21073.0,Divorced
2169,CQ21583,17932.0,Married
2170,PR21713,81082.0,Married
2171,XE10977,71684.0,Married
2172,JG87029,57338.0,Single
2173,BK21146,0.0,Married
2174,WE19034,24409.0,Married
2175,DF62718,83488.0,Married
2176,MS59254,0.0,Married
2177,WC65050,62537.0,Divorced
2178,ST27958,10621.0,Single
2179,XZ81226,43478.0,Married
2180,TU53781,46503.0,Divorced
2181,GC93551,27179.0,Divorced
2182,MO33279,62229.0,Divorced
2183,LD20926,0.0,Single
2184,PW90662,67060.0,Single
2185,WS53288,13663.0,Single
2186,HE84643,0.0,Single
2187,CL37990,0.0,Single
2188,HR87252,97745.0,Divorced
2189,SB27146,26026.0,Single
2190,KI58952,72794.0,Single
2191,RM21896,47730.0,Divorced
2192,JS38272,0.0,Married
2193,NJ15094,0.0,Married
2194,MZ88454,0.0,Single
2195,PO27978,97785.0,Single
2196,VT28596,0.0,Single
2197,TI19722,30817.0,Divorced
2198,DO83038,64502.0,Married
2199,AG62087,30335.0,Married
2200,BA56812,21020.0,Divorced
2201,QF74147,84574.0,Divorced
2202,RN88075,0.0,Single
2203,OG71924,0.0,Married
2204,YF87007,11828.0,Divorced
2205,ZL18631,54889.0,Married
2206,BZ71120,89918.0,Married
2207,UP60200,87002.0,Married
2208,XZ64172,55687.0,Divorced
2209,CA47176,17103.0,Married
2210,CI68869,0.0,Single
2211,XT10744,28441.0,Married
2212,HT48275,91212.0,Married
2213,HB48073,66325.0,Married
2214,MD43085,67895.0,Married
2215,NJ11986,29550.0,Single
2216,HH55884,10275.0,Single
2217,JP69867,61725.0,Divorced
2218,FT86104,28215.0,Single
2219,GV39658,10563.0,Divorced
2220,GB66110,0.0,Single
2221,VD51297,99722.0,Single
2222,EP29567,16224.0,Married
2223,PE59368,72096.0,Married
2224,DQ50538,63800.0,Married
2225,WP58340,55687.0,Divorced
2226,TM23788,0.0,Divorced
2227,UF44021,0.0,Single
2228,WB96917,29598.0,Single
2229,MN95006,22907.0,Married
2230,NP60037,22697.0,Divorced
2231,NQ71171,70174.0,Married
2232,SM58898,85378.0,Married
2233,FN98595,31477.0,Married
2234,TW94555,66429.0,Married
2235,XW60886,0.0,Single
2236,IE84844,0.0,Single
2237,HY76810,0.0,Married
2238,JL41129,74217.0,Married
2239,OQ41280,46298.0,Divorced
2240,AP65984,0.0,Single
2241,EE99484,43860.0,Single
2242,XM39121,0.0,Married
2243,DK49336,48029.0,Married
2244,HB43486,86830.0,Single
2245,KB15252,0.0,Married
2246,BN83547,40706.0,Married
2247,MC55901,69231.0,Married
2248,PZ98142,0.0,Single
2249,GB43363,0.0,Single
2250,TH67541,16171.0,Married
2251,WC21901,51397.0,Single
2252,CL38124,83879.0,Married
2253,XH89851,63267.0,Single
2254,KA58700,44712.0,Single
2255,ZB40259,59311.0,Divorced
2256,JV63229,81957.0,Divorced
2257,SI31035,59601.0,Married
2258,JW30054,71034.0,Married
2259,AP56340,13103.0,Married
2260,FN44127,20978.0,Married
2261,QE79527,46503.0,Divorced
2262,UP36767,61064.0,Married
2263,PG43749,17572.0,Married
2264,LL96228,99823.0,Married
2265,OV40993,17453.0,Married
2266,MA80983,55663.0,Married
2267,SA54664,73196.0,Married
2268,TW12556,58577.0,Married
2269,TC88451,88055.0,Married
2270,BL93659,0.0,Married
2271,SI20178,80892.0,Married
2272,KC50464,34990.0,Single
2273,HG64216,37124.0,Married
2274,XM91056,22236.0,Single
2275,KN13494,97131.0,Married
2276,OC47565,67760.0,Married
2277,HH14259,0.0,Married
2278,QF66741,0.0,Married
2279,LY46898,37473.0,Married
2280,MK73855,32314.0,Married
2281,HU82227,49214.0,Married
2282,FF75737,49851.0,Divorced
2283,KJ50265,27951.0,Married
2284,OQ82364,0.0,Divorced
2285,SO47345,56410.0,Married
2286,JN51592,22497.0,Married
2287,FH36069,61347.0,Married
2288,ZW32080,37803.0,Divorced
2289,ZH98656,91276.0,Married
2290,GZ31904,30816.0,Married
2291,PN47493,41968.0,Married
2292,CX18273,35754.0,Married
2293,IG80173,36706.0,Married
2294,JG76775,48258.0,Married
2295,JR82641,52965.0,Married
2296,NW41789,0.0,Single
2297,VG74039,0.0,Married
2298,DV27428,62634.0,Single
2299,AN57220,96917.0,Married
2300,VD62056,76157.0,Married
2301,AH92481,53219.0,Married
2302,LX97765,81412.0,Divorced
2303,JP82211,59744.0,Married
2304,SI88726,38898.0,Divorced
2305,MG46007,0.0,Married
2306,GL69461,99961.0,Married
2307,RA63927,30886.0,Married
2308,UE76013,35984.0,Married
2309,RI35792,0.0,Married
2310,WL63802,0.0,Single
2311,KZ29413,0.0,Married
2312,SN23932,60244.0,Married
2313,YW26148,0.0,Single
2314,LS51818,37553.0,Single
2315,ZG47195,0.0,Single
2316,No50634,60475.0,Married
2317,GC42314,0.0,Married
2318,SD77009,0.0,Single
2319,OW85480,25545.0,Married
2320,SW93780,24182.0,Divorced
2321,ZW51071,80979.0,Divorced
2322,CK74127,0.0,Single
2323,KM52241,0.0,Married
2324,PE66545,29250.0,Married
2325,GG70928,33566.0,Married
2326,GI36262,65247.0,Married
2327,MH85165,39650.0,Married
2328,AM26717,0.0,Married
2329,CV90092,82680.0,Married
2330,CL70684,0.0,Single
2331,GK13851,0.0,Single
2332,TQ73726,0.0,Married
2333,RW65977,0.0,Single
2334,EY74093,86834.0,Single
2335,YG11074,46143.0,Divorced
2336,HW65139,21275.0,Divorced
2337,BT49333,47746.0,Married
2338,KN78424,51675.0,Married
2339,TH68648,85522.0,Married
2340,GZ22403,0.0,Married
2341,NU26460,0.0,Single
2342,PB21909,55632.0,Single
2343,TA78865,0.0,Single
2344,FP23103,0.0,Married
2345,YK43172,69152.0,Single
2346,YZ36062,13476.0,Single
2347,SJ29837,0.0,Single
2348,RC72799,33252.0,Married
2349,AN67558,0.0,Single
2350,EQ62488,59456.0,Married
2351,OA92714,88989.0,Married
2352,QS76805,0.0,Married
2353,PQ46798,17034.0,Single
2354,IA56290,88435.0,Married
2355,XU35186,71445.0,Single
2356,DR84620,72149.0,Married
2357,QG27547,23376.0,Divorced
2358,NM95102,44788.0,Married
2359,KZ26788,69379.0,Single
2360,GW25077,38521.0,Married
2361,ZU91897,34482.0,Married
2362,ZK38095,0.0,Single
2363,TY84623,37256.0,Married
2364,IP69763,77311.0,Married
2365,NF90665,39268.0,Married
2366,KG53186,59644.0,Married
2367,KV57104,0.0,Married
2368,ZX93551,23376.0,Divorced
2369,TR18337,50854.0,Divorced
2370,XV22744,35158.0,Married
2371,KK27683,15413.0,Married
2372,HX11651,17860.0,Single
2373,FD73388,16181.0,Divorced
2374,KF70569,91182.0,Married
2375,CC94413,41154.0,Married
2376,QO59138,18746.0,Married
2377,JW58698,70277.0,Married
2378,GT57081,0.0,Single
2379,GU82475,24919.0,Married
2380,BG60187,0.0,Single
2381,TN73558,0.0,Married
2382,KK15032,46370.0,Married
2383,KA95160,89918.0,Divorced
2384,KD52867,37138.0,Single
2385,WY53775,19683.0,Married
2386,HS94778,32214.0,Married
2387,EJ96266,26472.0,Married
2388,RK53289,39841.0,Single
2389,TX39594,51085.0,Married
2390,JM93892,61006.0,Married
2391,PY51000,34148.0,Married
2392,HX74855,95697.0,Married
2393,VE64781,75685.0,Married
2394,KY57676,20870.0,Divorced
2395,JL42497,66900.0,Married
2396,WQ91717,0.0,Married
2397,WO39817,37043.0,Divorced
2398,HW20940,42837.0,Married
2399,KE60943,33305.0,Married
2400,ZI48518,0.0,Married
2401,KI17749,24823.0,Married
2402,DS50601,98192.0,Married
2403,PU78245,88249.0,Single
2404,MP96373,54585.0,Married
2405,QK62680,39770.0,Married
2406,HN63935,85367.0,Married
2407,ON30714,74809.0,Married
2408,FM61329,50144.0,Married
2409,NK91656,20075.0,Divorced
2410,MS94619,76448.0,Married
2411,MO38507,59556.0,Married
2412,PQ36549,14174.0,Married
2413,WG91434,35230.0,Married
2414,WR43077,0.0,Married
2415,LR10110,0.0,Married
2416,XZ58588,0.0,Divorced
2417,FX12602,51352.0,Divorced
2418,BL55947,76675.0,Married
2419,LA60344,0.0,Single
2420,KQ44803,0.0,Married
2421,QY81331,94242.0,Married
2422,NP33989,0.0,Married
2423,CP30637,71153.0,Married
2424,RW50070,63326.0,Married
2425,LO42325,29629.0,Married
2426,YQ50209,0.0,Single
2427,JP35025,23726.0,Divorced
2428,WZ13788,48999.0,Married
2429,IS21172,13037.0,Married
2430,CL10476,24245.0,Married
2431,WO83615,44047.0,Married
2432,ZJ77881,91942.0,Married
2433,GT37101,37640.0,Divorced
2434,WE13528,77058.0,Divorced
2435,BT78503,0.0,Single
2436,WM19967,63755.0,Married
2437,EW13798,37384.0,Married
2438,RO18530,42557.0,Single
2439,AY18433,45473.0,Married
2440,CS29328,10743.0,Married
2441,QL75176,0.0,Single
2442,IO25161,0.0,Married
2443,FA82777,0.0,Single
2444,GR49281,75644.0,Divorced
2445,ZW19492,63455.0,Divorced
2446,UW88168,73782.0,Married
2447,XX53620,80590.0,Married
2448,IM90123,59797.0,Married
2449,BE33446,48567.0,Single
2450,YW11227,62470.0,Married
2451,UF32671,57338.0,Single
2452,ZW10467,63288.0,Married
2453,KK95092,55281.0,Married
2454,HZ43637,22985.0,Married
2455,FY82691,39608.0,Married
2456,SO40738,99189.0,Single
2457,MB83471,0.0,Divorced
2458,GA63091,0.0,Divorced
2459,AU75025,58089.0,Married
2460,XF15789,81350.0,Married
2461,SH13204,0.0,Single
2462,FX48006,43704.0,Married
2463,HS69837,75497.0,Divorced
2464,GL49408,40372.0,Married
2465,PK51938,17489.0,Divorced
2466,JE62426,86277.0,Divorced
2467,IA31850,0.0,Single
2468,PP50567,0.0,Married
2469,CS26667,49078.0,Single
2470,UF73578,81082.0,Married
2471,MY23958,0.0,Single
2472,OP75571,40635.0,Divorced
2473,SI60881,26351.0,Divorced
2474,DQ15807,0.0,Single
2475,WU15684,42836.0,Married
2476,KR17533,40175.0,Divorced
2477,IM98086,62873.0,Divorced
2478,XY48850,0.0,Single
2479,YT25875,50985.0,Divorced
2480,TL59568,0.0,Married
2481,UE52886,42803.0,Divorced
2482,TM28833,0.0,Single
2483,SQ60915,35970.0,Divorced
2484,GU42084,44537.0,Married
2485,ZH93283,13528.0,Single
2486,WF51811,14030.0,Married
2487,RL51023,0.0,Single
2488,NQ67659,33190.0,Divorced
2489,KI45566,0.0,Married
2490,WB68229,21033.0,Married
2491,UF84144,26285.0,Married
2492,ZH28312,0.0,Married
2493,GK48045,73245.0,Married
2494,HZ67642,0.0,Married
2495,HE12295,0.0,Single
2496,XL66550,74365.0,Divorced
2497,AL27471,30821.0,Married
2498,NG94479,69844.0,Married
2499,WR58220,0.0,Single
2500,RT64920,55836.0,Married
2501,IR58695,40352.0,Married
2502,AS93181,14985.0,Married
2503,ML23548,27458.0,Married
2504,PU71194,56343.0,Divorced
2505,QT46430,12780.0,Married
2506,WP83694,68558.0,Married
2507,UE19977,47747.0,Divorced
2508,WC83942,16113.0,Married
2509,HZ62410,0.0,Single
2510,CE72177,39626.0,Married
2511,YI89801,49304.0,Single
2512,KB53430,27972.0,Married
2513,KB50999,27568.0,Married
2514,JO17193,25905.0,Divorced
2515,BO42776,21442.0,Married
2516,OZ19432,34516.0,Married
2517,VT34834,0.0,Married
2518,MI65698,28354.0,Divorced
2519,IG85969,0.0,Single
2520,SE72928,37722.0,Single
2521,QV47358,32021.0,Single
2522,HR50405,13393.0,Married
2523,MN53151,13624.0,Divorced
2524,VD64777,27800.0,Single
2525,EG21289,58419.0,Married
2526,YI85251,50407.0,Married
2527,RD61361,0.0,Single
2528,PG26401,77603.0,Married
2529,NV91476,75606.0,Married
2530,SJ16410,41458.0,Single
2531,BI17208,0.0,Married
2532,WR70403,0.0,Divorced
2533,ZZ22858,70619.0,Married
2534,EZ75048,41273.0,Married
2535,CN31328,46946.0,Divorced
2536,ZP91150,0.0,Single
2537,LC77957,99180.0,Married
2538,PT34656,55350.0,Married
2539,MI99404,28215.0,Single
2540,AI58313,75425.0,Divorced
2541,VA60020,63583.0,Married
2542,TW53467,0.0,Single
2543,IC11062,37995.0,Married
2544,OO11531,37125.0,Married
2545,JV80614,53357.0,Married
2546,IC70693,70140.0,Married
2547,JY45326,52380.0,Married
2548,QW17940,79292.0,Married
2549,AV25133,0.0,Single
2550,QJ57215,0.0,Single
2551,IG94072,75425.0,Married
2552,WC28543,20992.0,Married
2553,DH13219,57428.0,Married
2554,ET80689,92606.0,Married
2555,JD10245,86001.0,Divorced
2556,XO96556,79751.0,Married
2557,UJ61336,68654.0,Married
2558,XS94482,0.0,Single
2559,QX57337,92629.0,Single
2560,CZ35936,54094.0,Single
2561,IM41800,95419.0,Married
2562,GI70742,66466.0,Married
2563,HQ32112,68131.0,Married
2564,CC85895,56481.0,Married
2565,CF40646,70082.0,Married
2566,RF39856,51437.0,Married
2567,VT85216,0.0,Single
2568,SW69117,27972.0,Married
2569,EI58852,24930.0,Married
2570,FN61865,26245.0,Single
2571,LI11560,57883.0,Married
2572,NY12562,0.0,Single
2573,GE46404,58828.0,Married
2574,PP26786,51906.0,Married
2575,BE55425,28095.0,Married
2576,SH75038,88723.0,Divorced
2577,LD22387,53078.0,Married
2578,FF94034,88895.0,Divorced
2579,YK16362,60078.0,Married
2580,DN10177,0.0,Single
2581,IV35546,45820.0,Married
2582,SK12432,0.0,Single
2583,DF71709,12439.0,Divorced
2584,UT61518,25998.0,Married
2585,PU75847,98451.0,Married
2586,XA47378,23803.0,Married
2587,NE22677,0.0,Divorced
2588,HV62406,26100.0,Single
2589,VS20668,0.0,Single
2590,YZ79232,0.0,Single
2591,ND87457,65252.0,Divorced
2592,TY59231,48567.0,Single
2593,DA54619,34337.0,Married
2594,OL27257,20394.0,Married
2595,TH86528,0.0,Single
2596,DS34823,0.0,Single
2597,HB24005,31617.0,Single
2598,ZV96574,0.0,Married
2599,JC80093,21104.0,Divorced
2600,KN24990,37748.0,Married
2601,RR39751,0.0,Married
2602,BN80677,25023.0,Single
2603,WL74893,0.0,Married
2604,ZN59196,14108.0,Married
2605,PF77449,23923.0,Married
2606,HO38996,0.0,Married
2607,YU86361,22705.0,Divorced
2608,PJ13204,0.0,Married
2609,SP63623,0.0,Single
2610,DP33625,50825.0,Married
2611,BJ18904,14616.0,Married
2612,TR26615,0.0,Married
2613,ZD44648,29504.0,Single
2614,QW60568,58789.0,Married
2615,XS78545,29491.0,Married
2616,EU19773,78077.0,Married
2617,ZL45417,0.0,Single
2618,JS58659,76558.0,Married
2619,XK84089,78618.0,Divorced
2620,LH91968,82664.0,Married
2621,NX63627,23053.0,Married
2622,ND62955,50250.0,Married
2623,YQ11786,32169.0,Married
2624,TM13955,0.0,Married
2625,IA91291,99069.0,Married
2626,RO89785,20978.0,Married
2627,QW40898,17576.0,Married
2628,ZD40816,42297.0,Married
2629,PD82395,0.0,Married
2630,NW23827,0.0,Married
2631,GG61186,0.0,Married
2632,TB31268,48990.0,Married
2633,SX98462,16916.0,Married
2634,OL82456,18375.0,Married
2635,DN14211,17150.0,Married
2636,ZG12619,23815.0,Married
2637,VH31071,21947.0,Married
2638,SP36555,0.0,Single
2639,ME83611,89451.0,Single
2640,PH85036,79325.0,Married
2641,PE54870,88454.0,Divorced
2642,DT52189,0.0,Divorced
2643,XN48526,20943.0,Married
2644,KW52227,51972.0,Married
2645,JC98569,54408.0,Married
2646,BG48083,23751.0,Single
2647,PD19551,37612.0,Divorced
2648,BJ13380,91603.0,Single
2649,HY25004,0.0,Married
2650,WF50693,16450.0,Married
2651,MA45099,50864.0,Married
2652,ZC69696,74560.0,Divorced
2653,VO43359,62488.0,Married
2654,OM63954,55837.0,Single
2655,GV71044,0.0,Single
2656,TM79451,97742.0,Single
2657,PA84292,0.0,Single
2658,QX67584,64125.0,Married
2659,JK90180,0.0,Single
2660,BH35482,70412.0,Married
2661,VU84949,0.0,Married
2662,SF46129,66267.0,Married
2663,OH35544,0.0,Single
2664,ZF82387,40882.0,Divorced
2665,MD40054,34498.0,Single
2666,LE96510,0.0,Married
2667,MC11907,23228.0,Married
2668,DA57177,40864.0,Married
2669,SU77646,46133.0,Divorced
2670,YZ19736,46900.0,Married
2671,JZ69749,0.0,Single
2672,BJ22117,53390.0,Married
2673,UQ60825,99185.0,Married
2674,ZZ89380,62815.0,Married
2675,LU87443,26277.0,Single
2676,DG33206,41854.0,Married
2677,AB98823,0.0,Married
2678,MS34991,66627.0,Married
2679,EE53627,12131.0,Single
2680,XY39691,0.0,Married
2681,ZU96776,0.0,Single
2682,FF84784,33317.0,Married
2683,QT90140,68931.0,Married
2684,TO71844,0.0,Single
2685,HV69023,19189.0,Married
2686,RE32481,49390.0,Married
2687,CA79988,33124.0,Single
2688,DO48071,40516.0,Married
2689,MW48891,0.0,Divorced
2690,JC37277,34615.0,Married
2691,YU80673,29894.0,Married
2692,BV69462,0.0,Single
2693,DW86238,0.0,Single
2694,BQ51616,86732.0,Married
2695,XX89213,68516.0,Married
2696,JC96695,31562.0,Married
2697,RN55306,0.0,Single
2698,WH36609,24477.0,Married
2699,UO43395,0.0,Single
2700,DS32060,20046.0,Married
2701,LK51056,78152.0,Married
2702,PX71218,0.0,Married
2703,NS19456,36067.0,Married
2704,MR60878,44362.0,Married
2705,MB32944,77350.0,Divorced
2706,FE70473,86641.0,Married
2707,XB64251,72258.0,Married
2708,WI38796,70737.0,Married
2709,KS12294,0.0,Single
2710,US89453,0.0,Single
2711,XK39439,0.0,Single
2712,VJ71087,17672.0,Divorced
2713,FM54600,0.0,Single
2714,UV43859,47297.0,Married
2715,JP28293,57240.0,Married
2716,UV48189,28181.0,Married
2717,ZA34848,31275.0,Divorced
2718,FA57012,0.0,Single
2719,GU82757,63774.0,Divorced
2720,KW12214,78441.0,Married
2721,EG97649,0.0,Divorced
2722,YB42706,0.0,Married
2723,WV74449,0.0,Married
2724,AZ77669,91423.0,Married
2725,FM25704,86933.0,Married
2726,UR34922,65255.0,Divorced
2727,RA17555,41533.0,Married
2728,AW71157,50097.0,Divorced
2729,IN91592,73858.0,Married
2730,WX37953,94943.0,Married
2731,NL85206,72685.0,Married
2732,PR23514,60184.0,Divorced
2733,XZ23352,0.0,Single
2734,MX80067,74045.0,Single
2735,HR10835,52564.0,Married
2736,FR15942,19098.0,Married
2737,GX22886,78784.0,Married
2738,HQ70429,0.0,Single
2739,YT84266,29256.0,Married
2740,GH48715,77912.0,Single
2741,BN46866,45345.0,Married
2742,CG94611,25630.0,Single
2743,GK94889,22280.0,Married
2744,QN62538,0.0,Single
2745,UQ13133,61567.0,Married
2746,DI65961,34644.0,Married
2747,WQ85760,26991.0,Divorced
2748,No35621,49746.0,Single
2749,IA11644,0.0,Single
2750,TV53243,49625.0,Married
2751,WV53081,49308.0,Married
2752,LL57541,63624.0,Married
2753,RP27249,80358.0,Married
2754,OT85112,38460.0,Divorced
2755,GV47847,0.0,Single
2756,BB48165,0.0,Single
2757,HH80006,0.0,Single
2758,TH70115,34835.0,Married
2759,WE64781,93836.0,Married
2760,KN27565,34075.0,Single
2761,LE85123,35624.0,Single
2762,QF76244,83218.0,Married
2763,PU73561,24641.0,Married
2764,HM38744,22828.0,Married
2765,ST59524,0.0,Married
2766,EZ77297,28729.0,Single
2767,DR84843,72731.0,Married
2768,MV54498,59932.0,Single
2769,EM85557,54292.0,Married
2770,FY73682,0.0,Single
2771,XT54610,0.0,Single
2772,CE16324,59414.0,Married
2773,KX75698,96587.0,Married
2774,UV82770,0.0,Divorced
2775,MX95450,0.0,Single
2776,XF96605,94362.0,Divorced
2777,WQ75856,84488.0,Married
2778,JG35886,65085.0,Married
2779,XY66810,0.0,Single
2780,ON50913,0.0,Married
2781,LS59408,0.0,Married
2782,XQ14689,0.0,Single
2783,QF55724,60798.0,Married
2784,FD79560,30761.0,Divorced
2785,KM18818,25981.0,Married
2786,XA28126,67739.0,Divorced
2787,LJ93770,25581.0,Married
2788,MK52711,99759.0,Married
2789,AZ68184,76514.0,Married
2790,NN52789,18375.0,Married
2791,XC68458,21832.0,Single
2792,AF49027,0.0,Single
2793,PR22184,95330.0,Married
2794,GM98732,0.0,Married
2795,NP66209,0.0,Married
2796,GA46608,25899.0,Married
2797,FZ79470,0.0,Married
2798,KR10942,33201.0,Married
2799,AW86033,18287.0,Married
2800,LM79063,76506.0,Divorced
2801,NB30963,41859.0,Married
2802,AO40386,27504.0,Divorced
2803,BN74259,45360.0,Divorced
2804,XV69290,49078.0,Single
2805,RE97741,0.0,Single
2806,HN69035,91810.0,Married
2807,SI48717,70600.0,Divorced
2808,PJ67250,33554.0,Married
2809,SH85263,77642.0,Married
2810,WV37081,25963.0,Married
2811,No61408,57452.0,Married
2812,DE91458,0.0,Married
2813,EP83939,91416.0,Married
2814,IU17657,22000.0,Married
2815,EO95166,41167.0,Divorced
2816,KX79225,0.0,Single
2817,EZ60033,0.0,Married
2818,KK58047,53944.0,Married
2819,JW62354,75648.0,Married
2820,TT18939,29414.0,Divorced
2821,IJ21010,48567.0,Single
2822,PZ31902,69276.0,Married
2823,WD88540,0.0,Married
2824,IL67915,50117.0,Single
2825,VQ76590,22828.0,Married
2826,FJ60600,0.0,Single
2827,MP53132,0.0,Single
2828,XP96549,20868.0,Married
2829,VC34797,40921.0,Married
2830,QV30663,99654.0,Married
2831,AK90865,0.0,Single
2832,BX51438,56218.0,Married
2833,DU38713,70717.0,Married
2834,WQ13284,62989.0,Divorced
2835,JB36584,41459.0,Married
2836,WQ23548,0.0,Single
2837,WZ98067,42512.0,Married
2838,AQ11656,0.0,Married
2839,KL14426,83288.0,Married
2840,PG48617,46267.0,Married
2841,QB24570,0.0,Single
2842,NI68379,74424.0,Married
2843,RS92763,0.0,Single
2844,PA75237,58883.0,Married
2845,LR35392,41539.0,Single
2846,KC22636,33881.0,Married
2847,IJ98317,86448.0,Married
2848,DY49235,25237.0,Divorced
2849,EG94409,0.0,Single
2850,GB59748,49419.0,Married
2851,MP68135,90414.0,Married
2852,CZ56843,39930.0,Single
2853,DJ47372,23202.0,Divorced
2854,XZ51937,79487.0,Divorced
2855,IZ27630,68423.0,Single
2856,IM14119,84495.0,Married
2857,PN53766,43091.0,Married
2858,DQ93036,41951.0,Married
2859,WA70405,89834.0,Single
2860,NF51705,92157.0,Single
2861,LR37068,35773.0,Married
2862,EC18611,0.0,Single
2863,NP88319,15850.0,Married
2864,AA11235,11167.0,Married
2865,DL55489,21195.0,Married
2866,UU53919,27430.0,Married
2867,JI11950,0.0,Married
2868,QB82117,0.0,Married
2869,MR33456,59839.0,Single
2870,YN17362,0.0,Single
2871,UR73910,38166.0,Married
2872,KG63751,0.0,Married
2873,NK39001,13457.0,Married
2874,HR85493,0.0,Single
2875,QC50643,52721.0,Married
2876,LO90345,22012.0,Married
2877,WK64739,19864.0,Divorced
2878,QK88438,55289.0,Single
2879,QX42433,30449.0,Married
2880,BH52611,27362.0,Married
2881,SA77508,29460.0,Married
2882,HD99234,0.0,Single
2883,DE37110,42532.0,Single
2884,DJ93289,66707.0,Married
2885,AC40767,68041.0,Single
2886,GA79817,0.0,Single
2887,QH62059,0.0,Divorced
2888,ZS35053,40968.0,Divorced
2889,II37804,39913.0,Married
2890,GE63585,31710.0,Divorced
2891,UV86903,0.0,Single
2892,JL71713,89113.0,Married
2893,DO60145,0.0,Married
2894,FC59209,0.0,Married
2895,XQ74827,38688.0,Single
2896,EY13576,0.0,Married
2897,US82810,0.0,Single
2898,RC61383,28014.0,Single
2899,PO80505,14170.0,Married
2900,MD17521,64825.0,Married
2901,YV93921,77357.0,Single
2902,JP64518,21629.0,Divorced
2903,OI98135,25927.0,Single
2904,XS97845,44388.0,Divorced
2905,DL20327,54539.0,Married
2906,GD86131,17576.0,Married
2907,ID21061,84629.0,Married
2908,EN65835,24964.0,Married
2909,BE65350,43573.0,Married
2910,GI82721,0.0,Single
2911,YR84813,0.0,Single
2912,JZ28301,35011.0,Married
2913,HL40930,63651.0,Single
2914,HL33607,83846.0,Married
2915,WU21638,0.0,Married
2916,AG32304,39133.0,Married
2917,JX26859,31278.0,Married
2918,KC75958,0.0,Divorced
2919,ZV32968,44788.0,Married
